id,area,name,type,payex,summary,address,totalcar,totalmotor,FareInfo,twd97x,twd97y
2650,內湖區,台灣聯通潭一停車場,平面式,100元/時，停車逾1小時以上者，未滿半小時以半小時計費，月租10000元/月,一般平面式小型車43格(含身心障礙停車位1格)。,,43,0,100,309256.51449,2773110.86163
2651,中正區,愛馬屋新生場停車場,平面式,臨停：120元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計費。,一般平面式小型車4格(含身心障礙停車位1格)。,,4,0,120,303710.67787,2770392.11425
2652-1,內湖區,吉拾停車場新湖場,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",一般平面式小型車149格(含身心障礙停車位4格)。,,149,0,100,308220.30672,2772643.65061
2653,內湖區,台灣聯通潭二停車場,平面式,"計時：小型車100元/時，停車未滿1小時以1小時計費，停車逾1小時以上者，未滿半小時以半小時計費。月租：全日小型車10,000元/月",一般平面式小型車49格(含身心障礙停車位1格)。,,49,0,100,309252.31973,2773079.75938
2655,內湖,便利停車場利豐站,立體式,"計時：小型車70元/時，停車未滿1小時以1小時計費，停車逾1小時以上者，未滿半小時以半小時計費。月租：全日小型車6,000元/月",建物附設立體式小型車98格(含身心障礙停車位2格)。,,98,0,70,308685.86594,2773765.81209
266,士林區,至誠平面停車場,其他,計時20元，全日月票4800元 ,計有83個小型停車格,至誠路1段295號對面,81,0,20,303590.684,2777178.09
2660,南港區,南港一停車場,其他,"計時：120元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。計次：600元/次，隔日另計。月租：12,000元/月。",大型車:0格，小型車:46格，機車:0格,玉成段二小段211、212地號；南港路3段67巷10號旁空地,46,0,120,309350.56808,2771690.42244
2661,文山區,興隆停車場,其他,"月租:全天12,000元/月",大型車:0格，小型車:2格，機車:0格,實踐段一小段99地號；興隆路4段58巷35號對面空地,2,0,-9,306464.26222,2764266.14853
2662,松山區,TIMES潤泰代官山【月租】,其他,"月租：10,000元/月。",大型車:0格，小型車:59格，機車:0格,市民大道6段139號地下1、2、3層,59,0,-9,308449.7233,2771406.09279
2663,大安區,嘟嘟房潮州2站停車場,其他,"一、計時：80元/時，未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。二、月租：8,000元/月。",大型車:0格，小型車:6格，機車:0格,金華段四小段130、131、133地號；潮州街55巷3號旁空地,6,0,80,302916.67119,2769172.19828
2665,南港區,南港玉成停車場,其他,"計時：20元/時，全程以半小時計費。月租：全日1,500元/月。",大型車:0格，小型車:49格，機車:0格,玉成段二小段721地號；南港路3段與南港路3段149巷交叉口旁空地,49,0,20,308945.99695,2771655.48144
2666,文山區,萬寧街臨時平面停車場,其他,計次30元,大型車:格，小型車:5格，機車:格,萬寧街25號旁,5,0,-9,307494.20986,2766306.13948
2667,內湖區,Uspace金龍場,其他,"計時：60元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：5,000元/月。",大型車:0格，小型車:2格，機車:0格,碧湖段二小段537地號；金龍路222巷8號,4,0,-9,309109.51856,2775663.15944
267,北投區,關渡醫院旁平面停車場,平面式,計時20元，全日月票4800元 ,為平面停車場，計有34個小型停車格位,大度路3段301巷,36,0,20,296963.872,2779186.91
2670,文山區,TIMES景隆街,其他,計時：60元/時，全程20分鐘計費。,大型車:0格，小型車:10格，機車:0格,景美段一小段402、402-1、402-2地號；景隆街12號旁,10,0,60,304556.84777,2765886.90168
2671,南港區,南港成德地下停車場,其他,"計時：40元/時，全程以半小時計費。月租：全日5,000元/月。",大型車:0格，小型車:116格，機車:0格,忠孝東路6段114號地下1、2、3層,116,0,40,309018.26319,2771157.69515
2672,內湖區,Louis Park,平面式,"計時：20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，平日最高上限150元，假日或例假日無最高上限。月租：全日4,000元/月。",一般平面式小型車8格(含身心障礙停車位1格)。,,8,0,20,308549.17395,2772095.55946
2673,松山區,嘟嘟房民權富錦站停車場,其他,"計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：8,000元/月。",大型車:0格，小型車:49格，機車:0格,民生段131、131-1、131-2、131-3地號；富錦街107巷（敦北公園旁）,49,0,80,305698.90508,2772642.82653
2676,萬華區,東駿建設,其他,"月租:4,500元/月。",大型車:0格，小型車:1格，機車:0格,漢中段二小段766、767地號；內江街108號,1,0,-9,300811.01728,2770465.60704
2678-1,內湖區,台北設計建材中心地下停車場,其他,"計時:20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:3,000元/月，年租36,000元/年，重機2,500元/月，年租30,000元/年。",大型車:0格，小型車:75格，機車:0格,新湖一路185號,75,0,20,308367.39924,2772478.57563
2679,文山區,Times木柵路四段,其他,"計時：100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全日10,000元/月。",大型車:0格，小型車:101格，機車:0格,博嘉段二小段87、93、93-1、94、94-2、94-3地號；木柵路4段94號旁空地,101,0,100,308041.34196,2765718.70098
268,北投區,公館路228巷平面停車場,平面式,計時30元，全日月票最高7200元 ,為平面停車場，計有68個小型停車位,北投區公館路228巷及三合街1段117巷交叉口,132,0,30,300874.9,2779751.46
2681,中正區,小南門停車場,其他,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,大型車:0格，小型車:8格，機車:0格,南海段五小段486、487-1地號；延平南路192巷2號旁空地,8,0,100,301234.54503,2769912.22649
2683,北投區,阿曼國際工程有限公司,其他,"一、計時：100元/時，停車未滿1小時以1小時計，停車逾1小時以上，未滿半小時以半小時計。二、月租：4,000元/月。",大型車:0格，小型車:40格，機車:0格,溫泉段三小段244地號；公館路85巷2號旁空地,40,0,100,300987.25293,2780469.92487
2684,中正區,和平廈門停車場,其他,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,大型車:0格，小型車:3格，機車:0格,南海段二小段504地號；和平西路1段83號旁空地,3,0,80,302307.86119,2768859.86279
2685,中正區,牯嶺街停車場,其他,"月租：7,000元/月。",大型車:0格，小型車:3格，機車:0格,南海段二小段498地號；牯嶺街78號旁空地,3,0,-9,302331.85008,2768861.18934
2686,大同區,百里亭南京西停車場,其他,"月租:8,000元/月。",大型車:0格，小型車:14格，機車:0格,南京西路316號地下1、2層,14,0,-9,301753.29492,2771840.25143
2687,南港區,常昕旺舊莊停車場,其他,"計時：120元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租：12,000元/月。計次：600元/次。",大型車:0格，小型車:47格，機車:0格,中南段四小段226、227地號；舊莊街1段91巷16弄6號旁空地,47,0,120,312593.35247,2770451.77434
2689,大安區,Times和平東路二段,其他,"計時：100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全日10,000元/月。",大型車:0格，小型車:6格，機車:0格,瑞安段二小段855地號；和平東路2段175巷5弄12之1號旁,6,0,100,304804.75669,2768709.96293
269,北投區,明德平面停車場,平面式,"一、計時：30元/時，全程以半小時計費。二、月租：全日7,200元/月。",一般平面式小型車29格(含身心障礙停車位1格)。,明德路315號對面,29,0,30,302517.948,2778676.97
2690,內湖區,嘟嘟房宏匯瑞光廣場站停車場,立體式,"計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,500元/月。",建物附設立體式小型車79格(含身心障礙停車位10格)。,,79,0,50,307982.1,2774462.75
2691,內湖區,臺北市內湖區潭美國民小學地下停車場,其他,"12個月為一期，每車24,000元。",大型車:0格，小型車:66格，機車:0格,行善路179號地下1層,66,0,-9,308654.68977,2772416.91356
2692,北投區,北投三合地下停車場,立體式,"計時：60元，全程以半小時計費。月租：全日6,000元/月。",立體式小型車40格(含身心障礙格位1格),,40,0,-9,300866.23856,2779903.83607
2694,士林區,花園官邸停車場,其他,"月租:5,000元/月。",大型車:0格，小型車:0格，機車:0格,中山北路5段453、455號,0,0,-9,303198.24807,2776022.64868
2695,中山區,宏盛國際金融中心停車場,立體式,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,建物附設立體式小型車99格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格)。,,99,0,100,304647.3399,2771596.97119
2697,北投區,臺北榮民總醫院三號門停車場,立體式,計時：小型車40元/時，進場未滿30分鐘免費；夜間20元/時(23時-07時)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。機車10元/時，當日最高上限60元。,建物附設立體式小型車162格(含身心障礙停車位4格，孕婦、育有6歲以下兒童停車位4格)。建物附設立體式機車490格(含身心障礙停車位10格)。,,162,490,40,302521.9989,2779063.71316
2698,中正區,中正首藝停車場,立體式,"月租：7,000元/月。",建物附設立體式小型車22格(含身心障礙停車位1格)。,,22,0,-9,303091.94986,2770417.91403
2699-2,南港區,USPACE南港郵局場,平面式,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租：5,000元/月。",建物附設平面式小型車6格(含身心障礙停車位1格)。,,6,0,60,310749.73991,2771887.68746
2702,信義區,國泰置地機車站停車場,立體式,"計時：60元/次，隔日另計。月租：1,200元/月。",建物附設立體式機車555格(含身心障礙停車位7格)。,,0,555,-9,307226.3202,2770388.54808
2703,中山區,新生民權停車場,平面式,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車5格(含身心障礙停車位1格)。,,5,0,80,303283.20253,2772735.49634
2705,松山區,民生大樓停車場,立體式,"月租：10,000元",建物附設立體式小型車97格(含身心障礙停車位1格),,97,0,-9,304944.31941,2772243.95693
2707,南港區,富邦南港平面停車場,平面式,"計時：小型車40元/時，停車位滿1小時計；逾1小時以上者，未滿半小時以半小時計。計次：大型車150元/次(隔日另計)。月租：小型車2,500元/月、大型車6,000元/月。",一般平面式大型車30格。一般平面式小型車87格(含身心障礙停車位2格)。,,87,0,40,308880.05508,2771602.10622
2708,松山區,延吉停車場,平面式,"月租：小型車12,000元/月",一般平面式小型車5格(含身心障礙停車位1格)。,,5,0,-9,305692.7664,2770939.58363
2709,大安區,168停車聯盟-濟南二場,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元",一般平面式小型車6格(含身心障礙停車位1格)。,,6,0,100,304040.32144,2770230.42813
271,內湖區,文湖平面停車場,平面式,"計時：20元/時，全程以半小時計費。月租：全日4,800元/月。",一般平面式小型車33格(含身心障礙停車位1格)。,文湖街21巷口文湖國小旁,34,0,20,306576.505,2775473.22
2714,中正區,嘟嘟房全球廣場站停車場,立體式,"計時：小型車60元/時，機車20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：小型車6,000元/月，機車1,000",建物附設立體式小型車400格(含身心障礙停車位8格)。建物附設立體式機車169格(含身心障礙停車位4格)。,,298,109,60,303704.94579,2770819.89393
